,num_of_objects_around_star,right_ascension,declination,g_band_mag,r_band_mag,i_band_mag,z_band_mag,j_band_mag,h_band_mag,k_band_mag,kepler_band_mag,num_of_transits,max_single_event_stat,max_multi_event_stat,odd_even_depth_stat,limb_dark_co4,limb_dark_co3,limb_dark_co2,limb_dark_co1,transit_signal_to_noise,planet_radius_earth,orbit_semimajor_axis,impact,transit_duration,transit_depth,orbital_period,planet_star_radius_ratio,planet_star_distance_radius,inclination,planet_temp,star_temp,star_surface_gravity,star_metallicity,star_radius,star_mass,flux_weight_offset_sig,centroid_right_ascension,centroid_declination,centroid_right_ascension_offset,centroid_declination_offset,planet_star_right_ascension_offset,planet_star_declination_offset,angular_offset_right_ascension,angular_offset_declination,angular_offset_sky,insolation_flux,star_density,classification
4904,2,297.4809,46.589142,15.848,15.345,15.236,15.142,14.268,13.968,13.885,15.42,32.0,3.9135206,11.109822,0.9448,0.0,0.0,0.302,0.319,17.7,2.28,0.1815,0.407,5.858,455.3,26.7575866,0.01988,32.6,89.29,660.0,6215.0,4.44,-0.06,1.052,1.111,0.229,19.832073,46.58927,0.46,0.48,-0.00028,-0.00032,-0.24,-0.02,0.24,44.86,0.91858,0
4905,1,287.34946,38.286041,16.412,15.887,15.732,15.657,14.754,14.412,14.366,15.936,23.0,226.33073,753.2953,0.0,0.0,0.0,0.2965,0.3342,751.5,22.31,0.2856,0.194,7.463,66168.0,57.0599992,0.236723,71.34,89.84,455.0,5931.0,4.545,-0.28,0.863,0.953,0.0,19.15662736,38.2859789,-0.167,-0.22,0.003,-0.006,-0.018,0.013,0.022,10.11,2.10979,2
4906,1,289.91852,42.001431,14.046,13.644,13.566,13.548,12.661,12.415,12.364,13.71,94.0,3.6373293,13.034477,0.2951,0.0,0.0,0.2826,0.3729,17.1,1.08,0.1228,0.031,4.554,103.8,14.5565618,0.009286,24.64,89.93,787.0,6065.0,4.452,0.21,1.061,1.163,0.053,19.327923,42.00174,0.88,1.11,-0.000106,-9.2e-05,0.09,-0.47,0.48,90.4,1.33607,0
4907,2,301.4693,44.159649,16.696,15.672,15.302,15.126,14.024,13.488,13.362,15.72,722.0,8.305679,9.6464815,0.8841,0.0,0.0,0.0989,0.6441,13.9,1.26,0.016,0.071,2.104,268.9,0.837898153,0.014435,3.136,88.7,1478.0,4748.0,4.526,0.3,0.797,0.776,0.0,20.097851,44.16064,-4.0,3.57,0.00143,-0.00116,-3.54,9.73,10.35,1128.57,0.83081,3
4908,1,295.04559,41.10421,14.337,13.968,13.839,13.765,12.956,12.633,12.571,13.989,1772.0,4.794494,28.57795,1.0,0.0,0.0,0.3029,0.3239,170.0,36.0,0.0147,1.251,1.0869,1242.8,0.603086711,0.290753,1.85,47.44,2459.0,6353.0,4.397,-0.02,1.134,1.174,0.0,19.669757,41.10514,2.04,3.36,-9.1e-05,-0.000151,0.09,-0.077,0.119,8675.9,0.3291,3
4909,1,296.10791,39.319908,14.498,14.108,14.007,13.992,13.174,12.945,12.907,14.155,24.0,5.0990543,15.734998,0.0985,0.0,0.0,0.3103,0.2947,24.3,2.19,0.2482,0.671,8.567,330.0,41.7084063,0.017621,28.5,88.65,608.0,6434.0,4.394,-0.1,1.138,1.169,0.206,19.740513,39.3198,-0.64,-0.38,0.00022,9e-05,0.18,-0.19,0.26,32.24,0.2506,0
4911,1,285.43805,47.90345,15.965,15.491,15.355,15.319,14.393,14.024,13.966,15.538,37.0,707.05566,3024.5012,0.3652,0.0,0.0,0.302,0.319,2206.5,56.02,0.1739,0.86,5.9556,150581.0,25.366990665,0.500955,40.048,88.77,665.0,6208.0,4.454,-0.12,1.024,1.086,0.0,19.029207072,47.90345869,0.1112,0.0313,0.0,-0.01,-0.006,0.017,0.018,46.09,1.88828,2
4912,1,291.54391,42.638988,14.695,14.137,13.95,13.878,12.951,12.603,12.534,14.173,0.0,5281.3706,7372.316,-1.0,0.0,0.0,0.2865,0.3556,4594.8,49.76,1.0358,0.531,40.5992,316995.0,428.32173928,0.565342,118.688,89.74,220.0,5662.0,4.532,-0.44,0.806,0.808,0.0,19.436260677,42.63897973,0.003,-0.037,0.009,-0.002,0.003,-0.008,0.009,0.56,0.1724,1
4913,1,292.71317,38.369659,12.566,12.209,12.13,12.113,11.243,10.974,10.943,12.261,16.0,3593.7092,9588.551,0.0,0.0,0.0,0.3105,0.2893,3583.1,197.85,0.3914,1.221,6.11904,210772.0,82.137609997,0.900513,149.37,89.53,640.0,6395.0,3.904,-0.36,2.012,1.183,0.0,19.514209543,38.36961617,-0.0744,-0.15778,-0.05,-0.105,0.035,0.07,0.078,39.55,9.34417,2
4915,1,295.36603,46.377232,14.513,14.119,14.006,13.956,13.105,12.843,12.771,14.158,12.0,6370.605,15926.939,-1.0,0.0,0.0,0.3071,0.2866,1161.1,83.77,0.1648,0.461,19.9438,440146.0,24.0612744,0.674114,14.8697,88.22,749.0,6461.0,4.338,-0.4,1.138,1.027,0.0,19.69106968,46.37721197,0.06258,-0.06492,0.002,-0.002,0.006,0.005,0.008,74.37,0.10743,2
4916,1,295.88522,42.62188,15.932,15.298,15.068,14.95,13.958,13.622,13.521,15.327,0.0,3621.5708,10382.682,-1.0,0.0,0.0,0.2665,0.398,1866.7,61.42,0.2952,0.486,20.0614,416737.0,66.36099916,0.656265,40.027,89.3,420.0,5583.0,4.463,-0.4,0.857,0.778,0.0,19.725680373,42.62187348,-0.03685,-0.02348,0.058,0.04,-0.01,0.056,0.057,7.33,0.27548,2
4917,1,300.79001,44.6534,14.447,13.986,13.811,13.725,12.862,12.609,12.479,14.002,175.0,2955.8267,15561.399,0.0,0.0,0.0,0.3105,0.2893,2427.5,153.32,0.0913,0.558,6.19136,357832.0,8.939461148,0.631007,16.9363,88.11,1407.0,6461.0,3.846,-0.34,2.225,1.266,0.0,20.052691946,44.65339547,0.91986,-0.01633,-0.25,0.11,-0.005,-0.056,0.056,926.24,1.14998,2
4918,1,294.14371,38.877392,14.117,13.624,13.484,13.414,12.619,12.362,12.29,13.674,0.0,2736.8528,6199.928,-1.0,0.0,0.0,0.3155,0.3031,6788.8,89.83,0.5643,0.549,5.54241,363134.0,135.58607679,0.632266,287.264,89.89,429.0,6401.0,4.324,0.24,1.301,1.304,0.0,19.609579071,38.87732458,-0.0391,-0.2355,-0.002,0.04,-0.001,-0.002,0.003,7.99,24.39341,2
4919,1,290.20575,37.769138,18.528,17.505,17.242,17.282,16.044,15.772,15.403,17.628,0.0,337.8618,1397.698,-1.0,0.0,0.0,0.1959,0.5086,551.3,55.07,0.1331,0.524,7.4782,380204.0,18.79862195,0.633582,29.73,88.99,575.0,5334.0,4.585,-0.02,0.796,0.893,0.0,19.347061218,37.76916448,0.449,0.0881,0.18,0.1,-3.87,-1.09,4.02,25.91,1.40664,2
4920,1,294.16446,46.423988,17.333,16.476,16.164,15.975,14.933,14.553,14.356,16.515,111.0,271.50143,1623.0415,0.9372,0.0,0.0,0.1611,0.5575,559.2,29.34,0.0605,0.69,2.48633,113526.0,6.30828538,0.344431,22.381,88.23,803.0,5069.0,4.524,-0.14,0.78,0.742,0.0,19.61096504,46.4239554,0.065,-0.125,-0.054,0.013,0.043,-0.003,0.043,98.21,5.32957,2
4921,1,293.2088,46.173061,14.384,13.986,13.889,13.845,13.054,12.823,12.849,14.038,38.0,782.2815,3504.847,-1.0,0.0,0.0,0.3103,0.2947,1033.2,44.3,0.0587,0.471,7.9331,134093.0,4.80912667,0.347886,5.9132,85.43,1270.0,6462.0,4.371,-0.12,1.166,1.166,0.0,19.547264355,46.17308069,0.4134,0.0745,-0.041,0.0,0.314,0.037,0.316,615.74,0.16912,2
4922,1,300.15649,46.20332,14.469,14.054,13.924,13.856,13.018,12.771,12.71,14.087,39.0,593.209,2761.372,-1.0,0.0,0.0,0.3071,0.2866,997.8,140.22,0.0341,1.747,2.96723,105949.0,2.33211505,1.173726,8.0,77.38,1594.0,6384.0,4.348,-0.52,1.094,0.97,0.0,20.010470562,46.20340898,1.4412,0.3203,-0.004,-0.001,0.03,0.015,0.033,1530.05,1.77772,2
4923,2,297.9382,46.881401,14.987,14.457,14.289,14.208,13.362,13.031,12.928,14.498,1979.0,4.270795,32.086765,0.9533,0.0,0.0,0.2329,0.4554,46.6,1.67,0.0127,0.334,1.5045,190.2,0.53835407,0.012638,2.693,82.87,2386.0,5539.0,4.244,0.14,1.207,0.932,0.006,19.862533,46.88143,-0.5,0.1,0.000103,-6.8e-05,-0.22,0.03,0.22,7609.22,1.27468,0
4924,1,283.55252,48.222939,14.312,13.823,13.676,13.607,12.675,12.358,12.265,13.867,6.0,433.48474,918.84827,0.0108,0.0,0.0,0.2979,0.3238,846.1,48.69,0.7359,1.17,8.3559,35830.4,249.36211832,0.437151,190.26,89.65,308.0,5940.0,4.352,-0.46,1.02,0.853,0.007,18.90349633,48.2229156,-0.157,-0.088,-0.001,-0.0004,0.01,0.015,0.018,2.14,2.09519,2
4927,2,295.40979,42.150829,14.834,14.411,14.272,14.24,13.397,13.12,13.077,14.44,139.0,3.405856,11.572553,0.2781,0.0,0.0,0.3052,0.3236,13.3,1.65,0.0958,0.143,4.372,97.9,9.5084871,0.009069,16.61,89.5,1131.0,6144.0,4.106,0.14,1.668,1.296,0.0,19.693969,42.14997,-0.6,-3.1,5.6e-05,0.000258,0.48,-0.14,0.5,386.61,0.95799,0
4929,1,292.53055,42.214649,16.256,15.666,15.454,15.386,14.421,14.063,14.053,15.695,25.0,4.783647,14.08191,0.4893,0.0,0.0,0.2916,0.3447,12.1,2.57,0.2524,0.361,4.807,762.0,47.0563327,0.025508,71.8,89.71,497.0,5889.0,4.492,-0.16,0.924,0.967,0.302,19.502035,42.21467,-0.11,0.07,-0.00061,0.00017,0.77,-0.21,0.8,14.43,3.1585,0
4932,1,293.72717,42.806759,16.431,15.749,15.523,15.335,14.353,13.82,13.767,15.796,15.0,6.8300676,17.21297,0.4084,0.0,0.0,0.2337,0.4535,20.0,2.07,0.3771,0.049,7.496,894.5,96.169569,0.026984,100.54,89.97,321.0,5340.0,4.633,-0.44,0.702,0.783,0.799,19.58181,42.80665,-0.01,-0.4,-1e-05,0.00024,-0.07,0.63,0.64,2.52,2.07895,0
4933,1,295.06284,41.124611,11.739,11.588,11.641,11.619,10.945,10.842,10.788,11.626,691.0,3.476329,8.886386,0.9606,0.0,0.0,0.3399,0.2246,11.8,1.11,0.0329,0.817,3.028,11.3,1.55090374,0.003415,2.44,70.47,3190.0,7612.0,3.787,-0.08,2.968,1.969,0.159,19.670934,41.12504,3.2,1.5,-5.6e-05,-7e-06,1.3,-0.14,1.3,24453.38,0.11483,3
4937,1,289.71201,50.128208,16.191,15.606,15.424,15.32,14.409,13.998,13.834,15.654,17.0,7.0610948,16.528004,0.9578,0.0,0.0,0.2286,0.4641,22.3,4.47,0.3704,0.859,15.404,737.0,82.303914,0.028716,23.1,87.87,485.0,5602.0,4.13,0.16,1.425,0.997,0.496,19.31411,50.12817,-0.79,-0.15,0.00059,5e-05,0.27,-0.24,0.37,13.05,0.03449,0
4938,1,294.03622,40.659191,15.172,14.266,13.946,13.7,12.571,12.035,11.897,14.313,0.0,2269.8792,4448.3086,-1.0,0.0,0.0,0.1713,0.5474,3766.3,147.83,0.491,0.58,7.14981,345935.0,131.97827736,0.620414,213.39,89.84,457.0,4916.0,3.717,-0.08,2.182,0.905,0.0,19.602419465,40.65923555,0.2239,0.164,-0.075,-0.11,0.0,0.011,0.011,10.32,10.55295,2
4941,1,295.91083,50.40976,10.531,10.697,10.905,10.986,10.358,10.363,10.348,10.656,6.0,1472.0707,2746.6414,0.101,0.0,0.0,0.2879,0.2138,4257.4,76.53,0.9788,0.418,9.88863,70291.7,241.07074582,0.252353,219.83,89.89,699.0,9414.0,3.883,-0.5,2.777,2.148,0.0,19.727411827,50.40982201,0.7993,0.2232,-0.0494,-0.03,2.2,1.07,2.45,56.58,3.45802,2
4942,1,296.90405,43.823891,14.196,13.715,13.548,13.487,12.576,12.25,12.177,13.742,13.0,2513.578,4857.7856,0.0032,0.0,0.0,0.2979,0.3238,7056.8,54.91,0.4163,0.718,10.4168,164738.0,106.17593813,0.440724,97.2474,89.58,441.0,6038.0,4.254,-0.56,1.141,0.852,0.036,19.793603124,43.82392565,0.0165,0.1283,0.001,0.0,0.0,0.002,0.002,8.94,1.54326,2
4944,1,295.61261,39.195709,14.568,14.076,13.925,13.871,12.939,12.614,12.516,14.118,278.0,1160.276,8773.91,0.5291,0.0,0.0,0.2965,0.3342,1178.0,144.85,0.0662,1.777,8.3777,181787.0,6.282033445,1.359118,9.107,78.75,1029.0,6074.0,4.45,-0.26,0.976,0.979,0.0,19.707562364,39.19579391,2.27511,0.30207,0.209,0.057,-9.078,-3.416,9.699,264.78,0.36209,1
4948,1,295.83835,41.427319,14.83,14.113,13.872,13.739,12.724,12.235,12.139,14.16,8.0,466.2466,1105.5472,0.2856,0.0,0.0,0.2337,0.4535,961.4,34.07,0.5424,1.135,5.86461,45753.9,178.26802035,0.448226,209.01,89.69,256.0,5126.0,4.578,-0.54,0.696,0.668,0.0,19.7225503,41.4272584,-0.259,-0.2218,-0.047,0.002,0.2,-0.071,0.21,1.02,5.43552,2
4949,1,292.2677,47.394798,14.498,14.123,14.046,14.003,13.155,12.918,12.884,14.182,43.0,659.31134,3068.0718,0.0,0.0,0.0,0.3103,0.2947,1548.2,91.3,0.0351,1.261,4.41739,85406.9,2.181555909,0.671032,4.373,73.24,1730.0,6584.0,4.331,-0.12,1.246,1.218,0.0,19.48451235,47.3947142,-0.0602,-0.3089,0.001,0.001,-0.017,-0.015,0.022,2119.28,0.33229,2
4951,1,284.81525,47.392632,13.951,13.499,13.386,13.342,12.427,12.079,12.034,13.556,6.0,493.80292,1007.85223,0.0,0.0,0.0,0.2916,0.3447,733.5,38.3,0.7657,1.047,4.37001,40206.0,244.83274973,0.353195,366.8,89.84,307.0,6105.0,4.443,-0.24,0.993,0.997,0.0,18.98768288,47.3926729,-0.041,0.1546,0.0075,-0.0045,-0.114,0.039,0.12,2.09,15.57243,2
4952,1,292.68427,38.126282,15.71,15.236,15.079,14.996,14.135,13.765,13.646,15.268,45.0,5.115564,14.594358,0.7585,0.0,0.0,0.3058,0.3071,17.3,2.6,0.1939,0.929,6.896,472.1,30.4544418,0.0242,14.59,86.35,624.0,6283.0,4.472,-0.3,0.984,1.047,0.048,19.512281,38.12583,-0.14,-1.62,0.0002,0.00048,0.09,-0.15,0.18,35.92,0.06337,0
4954,1,281.18024,46.929901,14.436,13.81,13.609,13.538,12.52,12.127,12.085,13.857,71.0,8.1289015,14.66577,0.501,0.0,0.0,0.2434,0.4341,16.2,16.74,0.1288,1.155,6.149,188.5,18.9257333,0.168616,4.41,74.84,639.0,5455.0,4.421,-0.2,0.909,0.795,0.0,18.745389,46.939,1.48,32.76,-0.00032,-0.00496,-1.23,7.64,7.74,39.47,0.00454,3
4955,1,283.1319,43.955971,16.456,15.808,15.588,15.514,14.559,14.038,14.022,15.848,35.0,4.36537,14.600046,0.7729,0.0,0.0,0.2434,0.4341,14.4,2.09,0.2107,0.026,5.218,672.2,37.8862977,0.023418,56.75,89.97,479.0,5513.0,4.551,-0.16,0.818,0.868,0.15,18.875486,43.95577,1.0,-0.7,-0.00057,0.0007,0.57,0.46,0.73,12.46,2.40934,0
4961,1,292.52029,48.123531,15.467,14.777,14.546,14.409,13.442,12.985,12.916,14.822,19.0,243.31154,830.7088,0.3067,0.0,0.0,0.2175,0.4767,990.3,38.61,0.278,1.158,5.25005,37430.2,62.127677128,0.438163,77.1,89.14,402.0,5344.0,4.494,-0.34,0.807,0.74,0.0,19.50135031,48.1235336,-0.108,0.013,0.0007,0.0012,-0.02,0.003,0.021,6.15,2.24626,2
4964,1,298.07739,47.346581,15.525,14.945,14.769,14.703,13.768,13.434,13.322,14.996,8.0,1044.9034,1980.3479,0.0023,0.0,0.0,0.2676,0.3928,1638.0,53.3,0.526,0.703,16.8109,255714.0,143.1188694,0.573511,91.575,89.56,321.0,5713.0,4.554,-0.12,0.851,0.948,0.0,19.87182623,47.346598,0.0341,0.0648,0.0,-0.01,0.004,-0.001,0.004,2.5,0.70925,2
4965,1,282.00089,44.96077,14.557,14.009,13.852,13.771,12.888,12.527,12.474,14.063,16.0,1905.2205,3952.4019,0.0,0.0,0.0,0.2787,0.3728,2314.5,46.61,0.3352,0.728,5.16249,229165.0,76.81985465,0.551423,155.75,89.73,379.0,5654.0,4.59,-0.38,0.774,0.865,0.0,18.800056609,44.96079385,-0.1028,0.0859,-0.04,0.06,0.008,-0.023,0.024,4.88,12.11218,2
4967,1,294.48639,46.676151,15.943,15.105,14.834,14.681,13.709,13.138,13.114,15.167,0.0,1570.6997,4634.1714,-1.0,0.0,0.0,0.153,0.5684,1804.1,55.04,0.3107,0.612,6.33708,323613.0,71.661915163,0.611676,128.82,89.73,365.0,5075.0,4.497,0.02,0.824,0.777,0.0,19.632422464,46.67630772,-0.1051,0.5678,-0.056,0.61,0.79,-3.8,3.9,4.18,7.87405,2
4969,1,298.9068,41.835629,16.297,15.549,15.272,15.19,14.173,13.728,13.647,15.579,1817.0,4.7495775,23.79851,0.9342,0.0,0.0,0.2043,0.4966,137.7,25.52,0.0147,1.251,1.5586,2208.6,0.715802309,0.308722,1.853,47.55,1656.0,5239.0,4.6,-0.14,0.757,0.841,0.0,19.9272057,41.836338,3.45,2.55,-0.00193,-0.00195,1.908,1.915,2.703,1787.96,0.23503,3
4970,1,291.35696,42.493641,15.101,14.585,14.419,14.361,13.513,13.159,13.105,14.624,20.0,1458.0443,4710.9443,0.8633,0.0,0.0,0.2916,0.3447,2424.0,50.88,0.332,0.882,8.81169,150931.0,70.58284717,0.515411,75.418,89.33,435.0,5973.0,4.516,-0.22,0.904,0.98,0.0,19.423795855,42.49364084,-0.0854,0.003,0.0,0.0,0.003,-0.001,0.003,8.45,1.62889,2
4971,1,299.13101,41.589901,17.223,16.509,16.126,15.965,15.035,14.584,14.532,16.455,261.0,399.2022,4274.583,0.0,0.0,0.0,0.2949,0.3354,1467.6,112.12,0.0416,0.843,6.57901,172404.0,2.995357359,0.529249,4.579,79.4,1791.0,5949.0,3.892,-0.32,1.94,1.07,0.0,19.942040099,41.58920064,-1.1269,-2.5177,-0.11,-0.21,1.27,4.89,5.05,2437.81,0.20243,2
4972,2,295.21167,42.786289,15.782,15.218,15.036,14.898,13.976,13.547,13.382,15.26,291.0,248.55951,2023.0347,0.005,0.0,0.0,0.2865,0.3556,259.4,39.38,0.0453,1.189,2.8592,31353.0,3.840485025,0.438215,8.402,81.86,1077.0,5731.0,4.532,-0.4,0.823,0.841,0.0,19.68075581,42.7863286,-0.8795,0.139,-0.0538,0.0225,0.45,-0.31,0.54,318.66,0.76064,2
4975,1,286.2449,42.146431,16.989,16.475,16.305,16.198,15.38,14.918,14.899,16.51,60.0,339.3766,1660.1578,0.9083,0.0,0.0,0.3058,0.3071,842.1,44.35,0.0927,0.707,3.94077,145294.0,10.443341795,0.404139,24.577,88.35,892.0,6137.0,4.421,-0.32,1.005,0.972,0.0,19.08298528,42.1466687,-0.3492,0.8592,-0.08,0.24,0.26,-1.45,1.47,149.21,2.5749,2
4977,1,283.91565,47.784569,17.414,16.635,16.45,16.31,15.198,14.868,14.693,16.739,33.0,407.62717,1510.6034,0.0008,0.0,0.0,0.1914,0.5167,1018.8,53.03,0.1369,0.692,4.59379,256442.0,19.515013291,0.570606,45.768,89.13,588.0,5349.0,4.531,0.1,0.851,0.897,0.0,18.92770637,47.7846261,-0.1571,0.2019,-0.38,0.24,2.07,-1.85,2.77,28.31,4.76224,2
4978,3,298.39575,42.459751,13.355,12.895,12.775,12.729,11.902,11.664,11.596,12.949,741.0,4.697103,21.7057,0.7701,0.0,0.0,0.3022,0.3344,22.4,1.02,0.0307,0.006,2.4592,79.2,1.772451066,0.008154,5.582,89.94,1685.0,6243.0,4.406,0.21,1.149,1.226,0.679,19.89305,42.45977,-0.04,0.07,2e-05,5e-06,-0.16,-0.14,0.21,1904.34,1.04708,0
4979,2,298.09543,44.737061,13.66,13.153,13.008,12.941,12.022,11.757,11.724,13.204,68.0,5.513631,22.333456,0.2512,0.0,0.0,0.2868,0.3588,28.3,1.41,0.1467,0.748,6.191,143.2,19.9158863,0.011866,16.78,87.45,728.0,6047.0,4.387,0.0,1.092,1.059,0.545,19.873038,44.73712,0.38,0.22,-5.2e-05,-3e-05,0.34,-0.41,0.53,66.31,0.22514,0
4980,1,300.01813,46.026272,15.822,15.191,14.978,14.861,13.918,13.605,13.508,15.231,21.0,349.4392,1085.162,0.253,0.0,0.0,0.2676,0.3928,1012.2,88.28,0.2741,1.336,4.48223,79684.0,54.061328105,0.727029,100.9,89.24,514.0,5786.0,4.318,-0.08,1.112,0.937,0.0,20.0012267,46.0263377,0.701,0.244,0.001,-0.002,-0.006,0.001,0.006,16.51,6.64846,2
4981,1,295.20386,42.43045,15.617,15.09,14.938,14.803,13.969,13.57,13.572,15.142,33.0,442.1371,1830.6681,0.0955,0.0,0.0,0.2916,0.3447,1008.1,54.35,0.2076,1.087,4.47294,67161.4,34.525990182,0.474437,58.73,88.94,607.0,6123.0,4.396,-0.2,1.049,0.999,0.0,19.68025606,42.4304136,-0.0495,-0.1311,-0.015,0.005,0.068,-0.004,0.068,32.12,3.21487,2
4983,1,298.1897,41.679192,15.761,15.089,14.86,14.731,13.725,13.327,13.237,15.13,93.0,3.0286725,8.448912,0.17,0.0,0.0,0.2337,0.4535,8.7,1.08,0.1045,0.012,2.068,224.9,14.2821417,0.013573,53.5,89.99,625.0,5374.0,4.588,-0.48,0.726,0.744,0.0,19.880391,41.6797,43.4,1.8,-0.01074,-0.00047,10.52,0.32,10.52,36.03,14.1877,3
4984,1,287.63705,42.530819,16.008,15.471,15.298,15.21,14.303,13.965,13.786,15.511,0.0,1842.3464,8837.927,-1.0,0.0,0.0,0.2965,0.3342,1256.8,61.81,0.1345,0.454,3.63893,433815.0,18.64532882,0.669838,62.911,89.59,656.0,5931.0,4.554,-0.34,0.845,0.933,0.0,19.175806709,42.5308228,0.1357,0.0101,0.01,-0.02,-0.015,-0.025,0.029,43.71,13.5485,2
4987,2,292.00204,41.786961,13.402,12.913,12.81,12.697,11.83,11.497,11.406,12.988,33.0,4.6279745,11.603067,0.8404,0.0,0.0,0.2711,0.3858,17.8,1.08,0.1862,0.852,4.216,128.9,30.8609783,0.011914,30.5,88.4,525.0,5627.0,4.552,-0.16,0.833,0.902,0.4,19.466808,41.78679,0.2,-0.62,-3.3e-05,6.2e-05,-0.39,0.44,0.58,17.96,0.56588,0
4988,1,286.73605,41.590279,16.33,15.551,15.29,15.15,14.164,13.665,13.621,15.602,311.0,3.380983,7.158429,0.5913,0.0,0.0,0.2043,0.4966,6.0,0.89,0.0427,0.086,1.5132,119.4,3.652810043,0.009764,18.562497,89.73,1015.0,5213.0,4.489,-0.1,0.831,0.777,0.715,19.115774,41.5901,1.6,-0.7,-0.00014,6e-05,0.38,0.5,0.7,250.33,9.06802,1
4992,1,297.77277,48.09811,15.648,15.066,14.92,14.762,13.823,13.461,13.461,15.138,0.0,1956.8931,2969.994,-1.0,0.0,0.0,0.2916,0.3447,765.3,63.23,0.8405,0.598,16.1025,328544.0,286.1755875,0.61205,203.27,89.83,276.0,5904.0,4.471,-0.16,0.946,0.966,0.0,19.85152041,48.09808735,0.0869,-0.0815,0.1,-0.41,-0.045,0.327,0.33,1.38,1.93993,2
4993,1,288.28284,39.992222,15.016,14.56,14.437,14.384,13.498,13.16,13.081,14.61,9.0,1794.8895,3395.6633,0.2356,0.0,0.0,0.3032,0.3147,2163.4,53.89,0.5687,0.857,26.8612,151815.0,152.15144795,0.498993,53.24,89.08,362.0,6217.0,4.472,-0.22,0.989,1.056,0.0,19.218860034,39.99220109,0.1379,-0.0681,0.0,0.0,0.037,-0.002,0.037,4.04,0.12329,2
4994,1,293.27213,41.95142,15.155,14.411,14.159,14.023,13.035,12.544,12.403,14.458,2459.0,6.566211,12.59456,0.9891,0.0,0.0,0.2074,0.4926,17.3,1.39,0.0125,0.056,1.2536,74.6,0.542636318,0.0078,3.38,89.05,2659.0,5277.0,3.96,-0.14,1.633,0.888,0.0,19.551177,41.95002,-11.99,-5.03,0.000667,0.000274,-3.37,-7.566,8.28,11844.28,2.47892,3
4995,1,287.88483,41.879349,16.809,16.097,15.836,15.723,14.698,14.283,14.194,16.128,0.0,1199.1562,3602.28,-1.0,0.0,0.0,0.2337,0.4535,1349.8,47.83,0.1733,0.559,7.26916,354377.0,29.911334059,0.622126,47.883,89.33,471.0,5303.0,4.632,-0.4,0.704,0.785,0.0,19.192317473,41.87934293,-0.182,-0.0254,0.02,0.02,-0.035,-0.022,0.041,11.68,2.32126,2
4997,1,285.33444,46.309879,17.329,17.018,16.909,16.861,16.127,15.627,15.816,17.035,56.0,401.05414,1979.4828,0.0877,0.0,0.0,0.3088,0.2774,1419.0,64.91,0.0977,0.398,5.17212,216063.0,10.636305846,0.441963,21.794,88.95,1110.0,6781.0,4.221,-0.54,1.345,1.097,0.0,19.022417077,46.3101473,4.5424,0.9623,0.22,0.07,-7.535,-1.266,7.64,358.62,1.73095,2
4999,1,287.40515,49.456291,15.772,15.25,15.05,14.945,14.059,13.637,13.583,15.267,23.0,319.06168,1033.9763,0.0019,0.0,0.0,0.308,0.3117,879.0,38.79,0.2241,1.131,3.57049,54592.5,46.698200933,0.469839,93.85,89.31,468.0,5772.0,4.518,-1.08,0.756,0.687,0.0,19.16034344,49.4562202,0.005,-0.251,0.008,0.001,-0.033,0.01,0.035,11.31,7.1707,2
5000,3,286.66296,47.4137,14.729,13.943,13.713,13.58,12.558,12.073,11.974,14.017,79.0,4.6403737,19.099873,0.7901,0.0,0.0,0.1611,0.5575,20.0,1.04,0.1141,0.088,3.471,221.7,15.99560373,0.013216,35.54,89.86,550.0,4955.0,4.61,-0.1,0.721,0.774,0.32,19.110861,47.41318,-0.09,-1.86,0.0001,-0.00013,0.15,-0.05,0.16,21.54,3.31831,0
5004,1,292.42444,48.159592,15.665,14.927,14.668,14.537,13.546,12.976,12.876,14.967,25.0,405.23132,1346.1093,0.9057,0.0,0.0,0.2175,0.4767,1003.7,42.62,0.2584,1.161,4.04427,53725.8,56.048096688,0.500413,100.69,89.34,400.0,5222.0,4.518,-0.3,0.78,0.73,0.0,19.4949632,48.1596218,0.0181,0.1146,-0.01,0.02,0.07,0.068,0.098,6.06,6.14689,2
5005,1,296.88562,41.19978,13.058,13.094,13.201,13.247,12.646,12.548,12.568,13.085,595.0,3.9002013,8.892041,0.8715,0.0,0.0,0.2915,0.2099,9.2,1.14,0.0442,0.647,2.1,23.9,2.25161215,0.004761,6.35,84.15,2934.0,9464.0,4.116,0.07,2.184,2.272,0.0,19.791897,41.19445,-19.4,-19.2,0.000455,0.000456,-6.931,-7.237,10.021,17529.42,0.95398,3
5007,1,293.44366,46.471512,16.252,15.658,15.497,15.41,14.474,14.1,14.067,15.724,26.0,489.11285,1914.6945,0.2418,0.0,0.0,0.2844,0.3661,1219.4,31.66,0.2737,0.159,5.51863,107138.0,50.35545898,0.300401,89.97,89.9,492.0,5936.0,4.501,0.07,0.965,1.075,0.0,19.56290828,46.4714436,-0.1123,-0.2391,0.027,-0.006,-0.053,0.039,0.066,13.81,5.43315,2
5008,1,290.1499,41.4646,16.144,15.6,15.441,15.364,14.51,14.117,14.082,15.652,82.0,3.8564703,10.012854,0.0618,0.0,0.0,0.2868,0.3588,11.8,1.45,0.1168,0.044,6.684,210.9,14.0328775,0.013277,16.25,89.85,783.0,6063.0,4.47,-0.02,1.001,1.079,0.681,19.343313,41.46445,-0.5,-0.5,0.00012,0.00011,-0.22,0.27,0.34,88.83,0.41197,0
